reviews.text,reviews.rating,sentiment,clean,Predicted Sentiment
"Searched around for the perfect tablet for my 3 year old. After testing tablets in stores and reading reviews online the kids fire stood out. The 2 year warranty and free year access to kids content is amazing. The soft foam case provides coverage for drops, the battery life is good for a few hours of play time and the charge time is quick after. For the money this tablet cannot be beat , only minor issue ive noticed is having connection issue with networks at times but this is can be fixed by disconcerting and reconnecting to network. Overall this is a Best Buy for the money, tablet can also be used for adults when you exit the free time app.",4.0,positive,searchedaroundfortheperfecttabletformy3yearoldaftertestingtabletsinstoresandreadingreviewsonlinethekidsfirestoodoutthe2yearwarrantyandfreeyearaccesstokidscontentisamazingthesoftfoamcaseprovidescoveragefordropsthebatterylifeisgoodforafewhoursofplaytimeandthechargetimeisquickafterforthemoneythistabletcannotbebeatonlyminorissueivenoticedishavingconnectionissuewithnetworksattimesbutthisiscanbefixedbydisconcertingandreconnectingtonetworkoverallthisisabestbuyforthemoneytabletcanalsobeusedforadultswhenyouexitthefreetimeapp,positive
Purchased this for a gift for my mother who is a amazon fanatic she loves it ! Made her christmas this year,5.0,positive,purchasedthisforagiftformymotherwhoisaamazonfanaticshelovesitmadeherchristmasthisyear,positive
The kindle fire hd is a sweet tablet for reading and apps like netflix or hulu.,5.0,positive,thekindlefirehdisasweettabletforreadingandappslikenetflixorhulu,positive
Easy to use with great picture. I would recommend it to a friend.,5.0,positive,easytousewithgreatpictureiwouldrecommendittoafriend,positive
Works well. Easy to use. I like the auto on when you open the case,5.0,positive,workswelleasytouseiliketheautoonwhenyouopenthecase,positive
"Bought this for my 3 kids aged 9,7,and 2. They all use it with ease. They each have their own account with appropriate games. We like the protective cover that absorbs drops and falls well.",5.0,positive,boughtthisformy3kidsaged97and2theyalluseitwitheasetheyeachhavetheirownaccountwithappropriategamesweliketheprotectivecoverthatabsorbsdropsandfallswell,positive
I HAVE PUT THE DOT IN THE BEDROOM WHERE MY ECHO IS IN THE LIVING AREA. MY FAMILY USES HER FOR EVERYTHING. ENJOY EVERYTHING ABOUT THE ECHO / DOT.,5.0,positive,ihaveputthedotinthebedroomwheremyechoisinthelivingareamyfamilyusesherforeverythingenjoyeverythingabouttheechodot,positive
"I bought this device for my girlfriend to use in the kitchen so she could look up and see recipes and instructions when trying new food dishes. The device is great for this. We also love being able to listen to music, world news, search for items or products and easily order items from this device. We also are able to connect other devices and operate lights in the home. It does so much more. I think this is a great device for the home.",4.0,positive,iboughtthisdeviceformygirlfriendtouseinthekitchensoshecouldlookupandseerecipesandinstructionswhentryingnewfooddishesthedeviceisgreatforthiswealsolovebeingabletolistentomusicworldnewssearchforitemsorproductsandeasilyorderitemsfromthisdevicewealsoareabletoconnectotherdevicesandoperatelightsinthehomeitdoessomuchmoreithinkthisisagreatdeviceforthehome,positive
Have yet to explore all the aspects. Enjoy using it daily.,5.0,positive,haveyettoexplorealltheaspectsenjoyusingitdaily,positive
My first Kindle and I love it. No backlight and perfect view in the sun are awesome.,5.0,positive,myfirstkindleandiloveitnobacklightandperfectviewinthesunareawesome,positive
I didn't expect this device to be so diverse unexpected surprise,5.0,positive,ididntexpectthisdevicetobesodiverseunexpectedsurprise,positive
I had a smaller version and this was easy to adjust to and use.,5.0,positive,ihadasmallerversionandthiswaseasytoadjusttoanduse,positive
"This tablet does a great deal! From surfing the net, to watching movie, and using all of the music channels, this is an affordable way to stay in touch. Also, I use it for ebooks for school.",4.0,positive,thistabletdoesagreatdealfromsurfingthenettowatchingmovieandusingallofthemusicchannelsthisisanaffordablewaytostayintouchalsoiuseitforebooksforschool,positive
"Smartphone works on the job for me, but with the Fire I can read instructions and worksheets. It is a useful tool for connecting with both friends and colleagues. 8-inches is the right size for holding in hand and carrying with you. Gives me the information, beats printing everything out, or carrying around a large laptop.",5.0,positive,smartphoneworksonthejobformebutwiththefireicanreadinstructionsandworksheetsitisausefultoolforconnectingwithbothfriendsandcolleagues8inchesistherightsizeforholdinginhandandcarryingwithyougivesmetheinformationbeatsprintingeverythingoutorcarryingaroundalargelaptop,positive
"A great new Amazon device to add to my other Alexa products. The visuals are amazing, and it is so easy to use and set up.",5.0,positive,agreatnewamazondevicetoaddtomyotheralexaproductsthevisualsareamazinganditissoeasytouseandsetup,positive
"This is a cheap tablet but really worth for the price. I bought this when it is on sale for $69 + $40 for 128 GB SD card, you have a great tablet when plenty of space. I used ipad for a while but i think it is so overpriced . This tablet is a deal !!!",5.0,positive,thisisacheaptabletbutreallyworthforthepriceiboughtthiswhenitisonsalefor6940for128gbsdcardyouhaveagreattabletwhenplentyofspaceiusedipadforawhilebutithinkitissooverpricedthistabletisadeal,positive
"Echo Plus has everything the old Echo had, plus better sound and built-in capability for Smart Home add-ons, like Hue bulbs and SmartThings plugs ‚Äî without needing a Hue hub or ST hub. Love it!",5.0,positive,echoplushaseverythingtheoldechohadplusbettersoundandbuiltincapabilityforsmarthomeaddonslikehuebulbsandsmartthingsplugsäîwithoutneedingahuehuborsthubloveit,positive
A great addition to our home. Kids love it and is vary helpful,5.0,positive,agreatadditiontoourhomekidsloveitandisvaryhelpful,positive
"This Amazon Echo is very user friendly, and provides hours of entertainment, with anything from recipes, news, videos, and Amazon music with the lyrics is like having your own Karaoke.",5.0,positive,thisamazonechoisveryuserfriendlyandprovideshoursofentertainmentwithanythingfromrecipesnewsvideosandamazonmusicwiththelyricsislikehavingyourownkaraoke,positive
"Love this! We have it on our kitchen counter and great for music, news updates, amazon delivery updates, recipes, timer, and soo much more!",5.0,positive,lovethiswehaveitonourkitchencounterandgreatformusicnewsupdatesamazondeliveryupdatesrecipestimerandsoomuchmore,positive
"Bought for my 88 year old Mom, she loves it, help her with recipes and cooking.",5.0,positive,boughtformy88yearoldmomshelovesithelpherwithrecipesandcooking,positive
Great e-reader. Easy to download books. Screen is easy to read from.,4.0,positive,greatereadereasytodownloadbooksscreeniseasytoreadfrom,positive
"From her jokes, rapping and everyday new fact Alexa is awesome. Its super easy to pull out your phone to check the weather but i honestly never did and would always be surprised when i walked outside with whatever it is that day. But every morning i ask alexa whats the weather and she gives me an in depth review for that day and the rest of the week. There are tons of skills for Alexa most useful some random. But shes a must try. Also plus about the echo plus is if you want to start a smart home you dont need a hub like the other echo pieces. You can just buy some compatible smart bulbs.",5.0,positive,fromherjokesrappingandeverydaynewfactalexaisawesomeitssupereasytopulloutyourphonetochecktheweatherbutihonestlyneverdidandwouldalwaysbesurprisedwheniwalkedoutsidewithwhateveritisthatdaybuteverymorningiaskalexawhatstheweatherandshegivesmeanindepthreviewforthatdayandtherestoftheweektherearetonsofskillsforalexamostusefulsomerandombutshesamusttryalsoplusabouttheechoplusisifyouwanttostartasmarthomeyoudontneedahubliketheotherechopiecesyoucanjustbuysomecompatiblesmartbulbs,positive
The Apple Watch is great. I am very happy with the purchase.,5.0,positive,theapplewatchisgreatiamveryhappywiththepurchase,positive
Always a good price and good for what it's meant for.,5.0,positive,alwaysagoodpriceandgoodforwhatitsmeantfor,positive
When I tried to hook it up it wouldn't recognize my internet. I will have to contact best buy when I get home and have their guys come out to see if they can get it working,3.0,neutral,whenitriedtohookitupitwouldntrecognizemyinternetiwillhavetocontactbestbuywhenigethomeandhavetheirguyscomeouttoseeiftheycangetitworking,positive
Great that you can get these in different colors to differentiate from the other one!,5.0,positive,greatthatyoucangettheseindifferentcolorstodifferentiatefromtheotherone,positive
You can do some many things and the best part apps for free on Amazon underground!,5.0,positive,youcandosomemanythingsandthebestpartappsforfreeonamazonunderground,positive
Bought it for my 10 yr old granddaughter. Does everything she wants it to do in a tablet.,4.0,positive,boughtitformy10yroldgranddaughterdoeseverythingshewantsittodoinatablet,positive
"I purchased two for my grandchildren. They loved it. Reading, games and videos",5.0,positive,ipurchasedtwoformygrandchildrentheyloveditreadinggamesandvideos,positive
"Last Christmas I gave my nephew a fire stick, which he loved. In the meantime, I purchased an Amazon Tap for myself. Since he likes gadgets, I knew he would want one. So I purchased it for him",5.0,positive,lastchristmasigavemynephewafirestickwhichhelovedinthemeantimeipurchasedanamazontapformyselfsincehelikesgadgetsiknewhewouldwantonesoipurchaseditforhim,positive
"I was very impressed with the functionality of my Amazon Echo. Very useful to have around the house and for the discounted price, it a steal!",5.0,positive,iwasveryimpressedwiththefunctionalityofmyamazonechoveryusefultohavearoundthehouseandforthediscountedpriceitasteal,positive
Bought for my kids and they love them!! They love the camera!,4.0,positive,boughtformykidsandtheylovethemtheylovethecamera,positive
This speaker has great sound and is very easy to use.,5.0,positive,thisspeakerhasgreatsoundandisveryeasytouse,positive
"Bought this for my mom and it was just what she needed and at a great price. Been wanting to get an Ipad for myself, but think this might be a great less expensive option for me as well.",5.0,positive,boughtthisformymomanditwasjustwhatsheneededandatagreatpricebeenwantingtogetanipadformyselfbutthinkthismightbeagreatlessexpensiveoptionformeaswell,positive
Very pleased. Based upon reviews I did expect the speaker to be louder and have a bit better sound but not a big deal. For big sound just turn on the stereo.,5.0,positive,verypleasedbaseduponreviewsididexpectthespeakertobelouderandhaveabitbettersoundbutnotabigdealforbigsoundjustturnonthestereo,positive
